"alpha100","alpha250","alpha500","alpha1000"
0.99999999,0.7298755385214,0.885776280489769,0.865139248588856
0.990240412136759,0.99999999,0.99999999,0.99999999
0.615085740817206,0.913137357308109,0.99999999,0.94103499096043
0.898383554364949,0.88488296347891,0.892878331140808,0.831174676146068
0.64835799762366,0.99999999,0.93720873609653,0.954914004319334
0.708138911438969,0.802017398382386,0.901969067129293,0.913007469625004
0.605291776826154,0.839592744774926,0.842689059319963,0.835681868674215
0.518969955822028,0.906509724555789,0.72656716519707,0.877789532252192
0.634383518532479,0.690453624290075,0.947081776295859,0.943745691217624
0.756842828810545,0.889619812260966,0.931699737176043,0.920598806486168
0.99999999,0.99999999,0.930716631839975,0.675924793004734
0.99999999,0.633685380984485,0.847696730463963,0.860714977923575
0.472605255089813,0.99999999,0.779155863218536,0.902845353849571
0.695935091112568,0.854979011163713,0.881220532855283,0.957134005962952
0.588638534600924,0.99999999,0.901765427570381,0.808147889786854
0.99999999,0.478037024664292,0.874598282487246,0.99999999
0.60698047549312,0.788657817192943,0.712450171697552,0.763055037896024
0.745854827936918,0.938274606247224,0.926017557073682,0.99999999
0.99999999,0.701856788221542,0.872055509983006,0.926066765334054
0.829136672583547,0.875687155770643,0.927142954203218,0.99999999
0.99999999,0.642923250423292,0.904129028653267,0.799012780824123
0.99999999,0.823091325120137,0.91664536226338,0.904608044937441
0.76826054522508,0.942400767796824,0.972917404594169,0.92775289107305
0.99999999,0.759666934504363,0.858576401629944,0.901163013593847
0.684150657743891,0.691236841829981,0.99999999,0.765371044912458
0.99999999,0.99999999,0.960144743957592,0.881249198165889
0.99999999,0.637110738175753,0.99999999,0.855800964486225
0.532117521433187,0.58217618499603,0.839638867948215,0.99999999
0.961898444574537,0.816832217445492,0.63814389930062,0.857469636106794
0.99999999,0.99999999,0.8399645205701,0.800208294586294
0.555077786220833,0.77951623795813,0.708885431860841,0.872535341294223
0.99999999,0.99999999,0.672784816416947,0.980556884389258
0.962218846033777,0.630370189788172,0.99999999,0.893001592661207
0.945801094185076,0.67929396224282,0.630884104105088,0.960936895495169
0.712707699414867,0.822089548867919,0.92706886760707,0.921178579851378
0.906881031021294,0.856805811519986,0.936426267994179,0.910423935805305
0.956403523385947,0.861470350926625,0.924914488711357,0.863851297411563
0.908720846224574,0.85881519821956,0.99999999,0.830107228184473
0.99567402268501,0.880434192179342,0.99999999,0.984202601467218
0.410967550547053,0.980128307219645,0.737703323616419,0.783782853089492
0.99999999,0.887456151746291,0.788429874562079,0.799118682830617
0.664228615281256,0.581724173981658,0.999659349829009,0.888153453506345
0.99999999,0.99999999,0.885770948581813,0.842920138826772
0.99999999,0.99999999,0.842024766431202,0.835602572124832
0.99999999,0.510912358717066,0.648902992183148,0.926141419853531
0.742070213651371,0.557376219512021,0.762098149962987,0.902242443132867
0.81845397138064,0.841242438423498,0.99999999,0.927192957140719
0.99999999,0.738189490080066,0.729709866584174,0.945742631198673
0.691204418269662,0.919564543177683,0.956812521958516,0.844211608667634
0.907682306711342,0.658147058188298,0.946242251104281,0.95281285183699
0.99999999,0.885737918520484,0.972288502647901,0.979886950273885
0.99999999,0.586098433031823,0.856370673090933,0.925443974523363
0.741113246906083,0.88404161606172,0.933115680387044,0.99999999
0.886220293849765,0.949952331553306,0.879142966341568,0.956150468724609
0.899429028321559,0.792463037213256,0.998027806088149,0.917197998158647
0.99999999,0.907704559064393,0.730380861494245,0.99999999
0.691823688109267,0.93731996172762,0.965568943718903,0.957957071336251
0.945272340430526,0.766179540256019,0.978601133288501,0.844957467156042
0.99999999,0.99999999,0.834373815963084,0.892541594431722
0.845180911455037,0.99999999,0.800484863525837,0.853943159010302
0.923850873612185,0.99999999,0.745488824385367,0.891539326810274
0.880854925776979,0.99999999,0.650463681759435,0.701852732398783
0.82118203207838,0.895211425769864,0.99999999,0.877983800953106
0.820469739716568,0.783251402914186,0.712184582514928,0.896954506748378
0.388027664942239,0.99999999,0.899336089910817,0.949697628619195
0.954347481382662,0.99999999,0.792657340115,0.879523548165669
0.992285035224672,0.52915416903819,0.88222193922063,0.887305448387065
0.457205396447885,0.628150384095622,0.99999999,0.858098262138312
0.99999999,0.99999999,0.99999999,0.812494013229248
0.779658999746712,0.848786954745812,0.92561464272666,0.945768805384407
0.99999999,0.694354973759085,0.832288114056272,0.917386071333652
0.935787655996881,0.99999999,0.75612232091807,0.90755019892063
0.99999999,0.879280884188497,0.99999999,0.834195663819368
0.99999999,0.870849438499369,0.900677285340084,0.816994516999601
0.200244235840929,0.767922041426521,0.99999999,0.906953150042455
0.99999999,0.889451834237105,0.99999999,0.801473531171652
0.57526944289395,0.987828020496181,0.73719673727713,0.873933583255879
0.70502633495991,0.898231579373946,0.807119851644138,0.927446323643598
0.906903333843912,0.99999999,0.964565935210066,0.969829414648234
0.651360629680205,0.99999999,0.768331552375792,0.750461321362609
0.99999999,0.868054352248553,0.987559664123404,0.864203451723077
0.542576766708663,0.99999999,0.919892475367748,0.835671209959828
0.99999999,0.888014504098942,0.811201205340532,0.954776142393394
0.99999999,0.90668866577199,0.780211133340895,0.910052386488898
0.904156186083039,0.789042748983864,0.92048128197567,0.924605103674837
0.654150703992746,0.860208556751437,0.890940937669465,0.781019157613868
0.797349086195012,0.868429639201356,0.770775334027993,0.997666235546436
0.881540245962331,0.628150089756274,0.804230900914622,0.919562688980983
0.736687512006805,0.607984391672192,0.743102790769311,0.796022884360406
0.955594794004145,0.706062544895819,0.898733548566621,0.892875500138267
0.99999999,0.808937210314235,0.861897980648583,0.99999999
0.718649626461689,0.649303311070466,0.99999999,0.781946180800365
0.99999999,0.722092319626156,0.849927272393384,0.923476077335592
0.855392783594337,0.872485440401557,0.727175534931668,0.846150255874902
0.800180437482146,0.980036975773409,0.9873269301273,0.847697488097737
0.981543682756665,0.99999999,0.970942451021905,0.976139878315991
0.99999999,0.99999999,0.918114181883483,0.850446844371708
0.669800437610736,0.79314016594985,0.795412913292887,0.859628855200144
0.99999999,0.930994846246855,0.815683473438618,0.874224210782091
0.828465963413284,0.795946121947765,0.850678921355695,0.920563417060529
0.761856528377293,0.99999999,0.86297332475544,0.871393500075486
0.99999999,0.882864182573537,0.99999999,0.834240676060424
0.640705973791254,0.744036495513187,0.912868162065937,0.99999999
0.753653877522288,0.660000912796525,0.99999999,0.838784939152277
0.99999999,0.742287408290784,0.880664621016562,0.755542270629333
0.500435416144255,0.442305482599709,0.810374565218165,0.941137862889285
0.633982073681498,0.913539771084341,0.937980988157075,0.884754678407878
0.673539398341576,0.99999999,0.941198719870796,0.780501897504403
0.785698172632384,0.699656022339477,0.937766054227987,0.921766332346699
0.99999999,0.592087090550536,0.913030952025647,0.895127726276868
0.99999999,0.792124275283308,0.837102737160217,0.856112184384609
0.99999999,0.966287560146382,0.99999999,0.965467152292793
0.99999999,0.679339899697121,0.959209956317952,0.931272531142726
0.817982846719185,0.987187043724146,0.9629243441786,0.918068866952318
0.473533257670965,0.959561218930575,0.961998410812299,0.909649770017488
0.610772003322438,0.792574732586576,0.878971778616135,0.959121692053862
0.99999999,0.920145122527614,0.937098955800685,0.865486316282737
0.99999999,0.505768935341366,0.864797807099452,0.943678693852149
0.685588367991286,0.906467175573133,0.883883100465262,0.99999999
0.723487507248987,0.694306632148344,0.882601033983642,0.892958407545054
0.898845832992571,0.737225740559891,0.977565161307448,0.977609220323511
0.99999999,0.99999999,0.907847375303539,0.845027842925345
0.520423089229249,0.86036283277173,0.667518385829171,0.834343648983258
0.154641975982882,0.851996167962777,0.933103264288822,0.951697890310934
0.736016951988264,0.465001410605883,0.85168892846309,0.853606602259681
0.807224555095103,0.863943986497797,0.922932424226205,0.91503356296918
0.779648936363873,0.99999999,0.99999999,0.834648505886374
0.526881466657426,0.926250183071338,0.767834286229609,0.851906293808461
0.578845071628203,0.953753812739189,0.963826697854004,0.998812132173699
0.434798570245918,0.884090058909655,0.812167206996799,0.775336503477846
