Name;DAX 30 PERFORMANCE - PRICE INDEX;SAP;SIEMENS;BAYER;DEUTSCHE TELEKOM;BASF;VOLKSWAGEN;DAIMLER;ALLIANZ;BMW;HENKEL;FRESENIUS;CONTINENTAL;DEUTSCHE POST;ADIDAS;FRESENIUS MED.CARE;MUENCHENER RUCK.;LINDE;BEIERSDORF;E ON;DEUTSCHE BANK;FTSE 100 - PRICE INDEX;ROYAL DUTCH SHELL B;UNILEVER (UK);HSBC HDG. (ORD $0.50);BRITISH AMERICAN TOBACCO;GLAXOSMITHKLINE;SABMILLER;BP;VODAFONE GROUP;ASTRAZENECA;RECKITT BENCKISER GROUP;DIAGEO;BT GROUP;LLOYDS BANKING GROUP;BHP BILLITON;NATIONAL GRID;IMPERIAL BRANDS;RIO TINTO;PRUDENTIAL;ROYAL BANK OF SCTL.GP.;BARCLAYS
14.12.11;5675.14;43.112;70.027;45.053;9.105;50.8;102.8;31.703;71.9;50.859;35.906;23.061;47.281;10.659;47.995;50.666;90.214;107.634;42.145;16.429;26.262;5366.8;2330.5;2097;480;3007.5;1438;2157.5;440.95;178.54;2915;3090.54;1367.5;187;24.07;1710.98;605.5;2368;3035.5;600.5;195;157.31
15.12.11;5730.62;43.268;69.252;44.975;9.076;51.26;104.4;32.2;73.605;50.92;35.996;23.299;47.22;10.93;47.8;50.945;91.825;108.954;42.515;16.649;26.272;5400.85;2340;2094;482.4;3003;1458;2176;447.85;179.31;2929.5;3125.73;1362.5;187.8;24.07;1711.44;612;2397;3029;614.5;196.4;157.5
16.12.11;5701.78;42;68.975;44.709;9.01;51.3;103.2;31.719;72.36;49.916;36.046;23.225;46.119;11.045;48.133;50.731;90.35;109.252;42.181;16.141;25.91;5387.34;2343;2067;480.7;2963.5;1443;2150.5;445.75;178.85;2913;3078.81;1353;189.9;24.5;1718.43;613.5;2325;3060;609.5;200;158.38
19.12.11;5670.71;42.01;69.087;44.778;8.901;51.15;103;31.339;72.163;50.262;36.494;23.009;46.469;11.13;48.024;51.147;90.154;110.768;42.414;16.039;25.929;5364.99;2333;2096;478.25;2972.5;1450;2176;437.65;178.85;2949;3112.05;1354;187;23.46;1693.27;607.5;2355;3027;608;194;153.3
20.12.11;5847.03;42.379;70.57;47;8.893;52.92;105.21;33.38;75.293;52.295;37.167;23.382;49.568;11.638;49.635;51.49;92.618;113.668;43.209;16.472;27.258;5419.6;2355;2095;483.9;2964.5;1445;2183.5;444;178.64;2905;3104.23;1351.5;189.2;23.62;1713.31;607;2369;3096;620.5;196.7;158.33
21.12.11;5791.53;39.584;69.93;47.242;8.75;52.148;105.5;33.701;75.49;52.626;36.888;23.375;49.686;11.474;49.373;51.314;92.845;113.107;42.639;16.203;26.986;5389.74;2374;2091;480.1;2950.5;1435;2156;439.55;177.36;2883;3062.2;1346;188.4;24.93;1710.04;597.5;2367;3085;613;198.2;158.84
22.12.11;5852.18;40.6;70.541;47.97;8.854;52.85;104.7;34.178;76.25;52.884;37.15;23.653;49.924;11.647;50.28;51.59;93.18;113.539;42.866;16.551;28.196;5456.97;2407.5;2104;488.55;2970;1445;2189.5;450.3;177.87;2915;3054.38;1358;191.1;25.85;1743.14;603;2375;3140;617;206.1;162.67
23.12.11;5878.93;40.6;70.706;48.02;8.845;52.88;105.55;34.428;76.05;52.44;37.31;23.863;49.266;11.643;50.412;52.019;93.864;113.05;43.58;16.68;28.32;5512.7;2427;2128;490.05;2998.5;1456;2238;459.7;180.69;2954.5;3108.14;1378;192.5;25.69;1746.86;618;2398;3157.5;624.5;205.4;165.35
26.12.11;5878.93;40.6;70.706;48.02;8.845;52.88;105.55;34.428;76.05;52.44;37.31;23.863;49.266;11.643;50.412;52.019;93.864;113.05;43.58;16.68;28.32;5512.7;2427;2128;490.05;2998.5;1456;2238;459.7;180.69;2954.5;3108.14;1378;192.5;25.69;1746.86;618;2398;3157.5;624.5;205.4;165.35
27.12.11;5889.76;40.819;70.948;48.33;8.775;53.233;106.05;34.55;75.35;52.824;37.642;23.793;49.168;11.739;50.19;51.79;94.389;114.467;43.629;16.651;28.283;5512.7;2427;2128;490.05;2998.5;1456;2238;459.7;180.69;2954.5;3108.14;1378;192.5;25.69;1746.86;618;2398;3157.5;624.5;205.4;165.35
28.12.11;5771.27;40.407;70.318;47.537;8.747;52.649;103;33.297;73.61;51.26;37.356;23.445;47.893;11.729;49.79;51.801;92.85;114.097;43.467;16.265;27.358;5507.4;2427.5;2142;487.05;3057.5;1464.5;2261;455.75;180.9;2952;3093.48;1396.5;188;25.01;1722.16;619.5;2424;3091;623.5;198.5;159.07
29.12.11;5848.78;40.7;71.228;48.61;8.86;52.9;102.8;33.552;73.6;51.61;37.044;23.861;47.713;11.826;49.946;52.384;92.7;114.293;43.707;16.499;27.939;5566.77;2472;2173;492;3068;1473.5;2270;460.85;183.41;2970;3113.02;1408;192;25.48;1745.93;627.5;2437;3115.5;630.5;201.1;161.19
30.12.11;5898.35;40.92;71.562;49.2;8.85;53.635;103.269;33.768;73.427;51.545;37.448;23.833;47.899;11.94;50.404;52.5;94.594;114.928;43.562;16.53;27.928;5572.28;2454;2163;491.05;3055.5;1471.5;2266.5;460.5;183.36;2975;3108.14;1406.5;190.9;25.9;1750.13;625;2435;3125;638.5;201.8;162.63
02.01.12;6075.52;41.6;73.09;50.46;9.11;54.67;106.041;35.181;76.4;53.06;38.868;24.422;50.34;12.119;51.416;53.111;97.25;116.402;44.25;17.286;28.684;5572.28;2454;2163;491.05;3055.5;1471.5;2266.5;460.5;183.36;2975;3108.14;1406.5;190.9;25.9;1750.13;625;2435;3125;638.5;201.8;162.63
03.01.12;6166.57;41.7;74.243;51.156;9.217;56;109.436;36.499;77.643;54.948;38.36;24.305;51.65;12.205;52.06;53.836;97.699;117.291;44.605;17.463;29.055;5699.91;2477;2189;504.9;3079;1484.5;2330.5;471.05;185.25;3050;3204.9;1428;199.1;27.04;1857.79;631.5;2444;3325;645;210.1;172.09
04.01.12;6111.55;41.6;73.952;51.436;9.04;56.225;108.887;36.445;76.26;56.099;37.835;24.527;52.657;12.391;52.129;54.402;95.87;118.868;44.316;17.216;28.475;5668.45;2467;2156;500;3064.5;1483;2310;473.45;184.48;3034.5;3191.21;1412;198;26.6;1841.01;630;2443;3342;643.5;207.6;173.99
05.01.12;6095.99;42.2;73.904;52.33;8.939;56.859;112.2;37.14;75.1;56.27;37.58;25;54.64;12.351;52.44;55.3;94.765;120.2;44.445;17.143;27.101;5624.26;2437;2170;497.6;3032.5;1482;2330.5;474.05;181.72;3009.5;3200.01;1415;194.9;26.35;1818.64;613;2424;3321;633.5;202.7;169.65
06.01.12;6057.92;42.3;74.098;51.6;8.885;56;110.715;36.44;74.1;55.57;37.635;25.032;53.497;12.212;51.8;54.851;93.4;118.444;44.081;17.095;25.805;5649.68;2478.5;2123;498.2;3038;1497;2332.5;477.05;183.97;3042.5;3199.03;1414.5;196;27.11;1816.78;609.5;2411;3313.5;637.5;205.1;172.19
09.01.12;6017.23;42.72;73.799;51.147;8.835;55.799;109.55;36.785;72.881;56.632;38.147;25.135;53.889;12.14;52.9;54.459;92.307;117.569;44.101;16.827;25.005;5612.26;2470.5;2135;491.4;3010;1435;2341.5;473.6;181.51;3009;3232.27;1416;196.4;26.19;1815.38;624;2405;3311;636;200.7;164.52
10.01.12;6162.98;42.2;73.39;53.51;8.94;57.3;111.982;38.18;75.61;58.729;37.71;25;56.248;12.519;53.562;55.076;95.6;119.592;44.425;16.879;26.148;5696.7;2489;2151;504.7;3028.5;1420;2339.5;479.6;183.2;3024.5;3279.18;1416;199.5;27.31;1877.37;631.5;2415;3428.5;652;211.3;173.94
11.01.12;6152.34;41.855;73.322;53;9;57.737;114.35;38.148;77.046;59.005;37.534;24.773;56.915;12.646;53.433;54.36;96.252;118.921;43.699;16.728;26.82;5670.82;2413.5;2084;503.6;2977.5;1445.5;2307.5;475.3;183.77;3049;3307.53;1399;201.5;28.17;1893.22;630.5;2390;3489;660;217.9;175.79
12.01.12;6179.21;41.459;73.275;53.781;8.95;58.2;114.82;38.231;78.329;59.529;37.604;24.583;56.584;12.521;53.91;53.924;96.998;119.16;43.218;16.483;27.358;5662.42;2365;2085;499.6;2990;1451.5;2345.5;479.5;183.97;3070;3260.61;1399.5;199.7;29.15;1915.59;630.5;2414;3547.5;667;230;178.7
13.01.12;6143.08;42.823;72.789;52.545;8.852;57.06;113.169;37.677;77.71;58.038;37.265;24.158;56.365;12.359;52.52;53.4;95.186;117.969;42.769;16.15;27.339;5636.64;2342;2055;504.7;2970;1434.5;2314;476.3;179.36;3047;3235.2;1390;203.4;29.5;1906.26;625;2383;3561;662.5;241;185.86
16.01.12;6220.01;43.468;73.856;53.52;8.94;58;116.25;39.403;78.55;60.176;37.294;24.428;57.486;12.419;53.64;53.38;95.724;118.343;42.911;16.488;27.653;5657.44;2338;2077;507.7;2990;1445.5;2327;478;180.23;3070.5;3243.99;1406;207.6;29.46;1938.89;628.5;2361;3589;670;244.2;183.92
17.01.12;6332.93;43.772;74.999;54.647;9.02;58.441;118.2;40.919;79.51;61.873;37.58;24.763;59.95;12.579;54.469;53.97;95.734;118.694;43.293;16.732;28.341;5693.95;2360.5;2064;517.5;2968;1454;2304;481.95;179.77;3101.5;3254.74;1401;205.8;29.54;1976.64;629.5;2360;3694;678.5;248.5;184.06
18.01.12;6354.57;44.369;75.948;54.708;8.964;59.12;118.687;41.402;80.55;62.181;38.444;24.778;60.268;12.795;55.837;54.341;96.118;119.852;43.663;16.509;28.639;5702.37;2355;2066;515.6;2962.5;1467;2296;481.4;179.41;3111.5;3304.59;1401.5;203.9;29.59;1992.49;623.5;2246;3710.5;682.5;248.4;185.77
19.01.12;6416.26;44.075;75.842;54;8.928;58.8;121.867;41.4;83.341;62.86;38.572;24.761;61.99;12.7;55.205;53.536;98.36;119.5;43.97;16.299;30.749;5741.15;2367.5;2041;536.4;2897.5;1437.5;2293;482.45;178.85;3070;3322.19;1381;203.1;32.27;2012.06;617.5;2221;3728;700;270.6;204.47
20.01.12;6404.39;44.13;75.784;53.37;8.875;58.347;122.51;41.99;84.15;63.57;39.052;24.955;60.701;12.676;55.499;53.869;98.57;119.799;43.907;16.211;31.139;5728.55;2329.5;2047;542.3;2922;1438.5;2329.5;467.45;181.46;3037.5;3332.94;1393;205.5;32.65;1981.3;618.5;2253;3684.5;694;274.4;205.67
23.01.12;6436.62;44.203;76.182;52.85;8.815;58.916;121.45;41.52;84.75;63.682;38.941;25.319;59.638;12.808;54.973;53.448;99.42;119.415;43.353;15.854;31.768;5782.56;2399;2060;544.9;2948.5;1442;2389.5;476.7;183.3;3069.5;3287.98;1387.5;206.2;32.58;2012.53;614;2240;3736;716.5;281.4;205.67
24.01.12;6419.22;44.581;74.864;53.268;8.748;58.78;121.418;41.229;84.439;63.15;38.8;25.819;59.777;12.809;54.901;54.039;100.149;120.2;43.862;16.055;31.255;5751.9;2398;2045;540.1;2955;1425;2389;477.4;180.64;3056.5;3287.98;1408.5;208.8;31.68;1984.57;622;2244;3700;705.5;270.5;201.84
25.01.12;6421.85;44.5;71.704;52.881;8.739;59.45;122.999;42.053;85.162;63.759;39.253;25.998;60.221;12.634;55.399;54.099;99.703;118.529;45.54;15.989;31.625;5723;2356;2050;537;2939;1426;2392;474.55;178.9;3035;3288.95;1418;207.4;30.93;1984.57;619;2263;3711.5;704.5;267.5;200.68
26.01.12;6539.85;45.312;71.142;53.79;8.835;59.591;124.75;43.154;85.537;65.08;39.877;26.249;61.323;12.66;56.288;54.377;101.01;119.38;45.574;16.396;31.625;5795.2;2363.5;2075;539.5;2971.5;1441;2449;476.75;178.33;3052.5;3322.19;1421.5;207.8;32.82;2050.28;618.5;2253;3893;717.5;276.7;205.86
27.01.12;6511.98;45.649;70.647;53.415;8.775;60.34;123.28;42.651;85.25;64.75;39.904;25.915;59.589;12.653;56.025;53.7;100.699;118.7;45.6;16.485;31.921;5733.45;2311.5;2068;541.1;2954;1420.5;2421;464.55;176.54;3036;3302.64;1411.5;203.5;32.43;2027.45;610.5;2289;3810;715.5;277.4;205.86
30.01.12;6444.45;45.827;70.027;52.964;8.73;60.1;123.465;42.34;83.3;64.451;39.747;25.85;59.75;12.523;55.551;54.35;99.8;118.55;46.2;16.276;30.854;5671.09;2297;2067;527.5;2962.5;1427.5;2416.5;458.45;176.08;3055;3288.95;1418;202.5;31.09;2005.07;613.5;2270;3798.5;695.5;267.6;197.27
31.01.12;6458.91;46.25;69.901;53.552;8.619;59.015;123.315;42.351;84.56;65.489;39.673;25.756;61.063;12.728;55.051;54.431;99.94;121.099;45.845;16.391;31.073;5681.61;2308.5;2046;529.7;2917;1410;2408;470.85;175.05;3054.5;3299.71;1402;203.5;30.62;1978.97;632;2270;3805;700.5;266.2;196.34
01.02.12;6616.64;46.773;70.948;54.45;8.741;59.98;126.999;43.929;86.65;68.115;40.269;25.92;63.21;13.073;57.163;54.181;101.6;122.549;46.407;16.942;32.244;5790.72;2326;2085;541.9;2996.5;1424.5;2462;483;174.8;3089.5;3353.46;1432;206.5;32.2;2026.98;634;2303;3912;719;277.4;207.01
02.02.12;6655.63;47.082;72.043;54.086;8.799;60.45;125;43.94;86.7;67.699;40.14;25.86;63.935;13.119;57.399;54.732;103.378;123.029;46.532;16.887;32.13;5796.07;2297.5;1994;545.7;2988;1396;2449.5;477.9;175.05;2984;3321.21;1429.5;205.9;32.73;2046.09;625;2308;3980.5;719;284;210.52
03.02.12;6766.67;47.965;73.293;54.965;8.825;61.11;127.917;45.251;88.5;69.78;40.462;25.878;66.197;13.271;58.219;55.033;106.5;125;46.88;17.055;32.53;5901.07;2294.5;2029;559.5;3043;1416;2526.5;484.5;179.46;3010;3408.2;1461;214;34.39;2056.81;641.5;2389;3988;732;286.9;219.34
06.02.12;6764.83;47.85;73.196;55.03;8.879;61.035;128.2;45.443;87.85;70.726;40.109;25.858;66.199;13.08;58.699;54.888;106.201;124;46.621;17.041;31.93;5892.2;2292.5;2021;557.5;3069;1419.5;2494;489.55;182.28;2997;3333.92;1474;216;35.3;2050.75;637;2408;3946;727.5;287.9;213.75
07.02.12;6754.2;48.082;73.628;54.999;8.895;60.7;126.41;44.789;88.781;69.696;39.844;26.017;65.852;13.077;57.648;54.883;107.499;124.442;46.11;17.188;32.087;5890.26;2318;2042;562;3092.5;1406;2497;486.5;179.31;3000;3305.57;1474;215.1;35.26;2032.11;644;2428;3869.5;728.5;288.8;218.74
08.02.12;6748.76;47.901;73.952;54.45;8.918;60.95;127.529;45;89.5;69.399;39.944;25.744;66.698;13.11;57.037;54.383;107.599;124.2;46.19;17.084;33.016;5875.93;2327;2029;565.5;3082.5;1392.5;2507;489.75;177.92;3010;3400.38;1461.5;212.7;35.79;1985.5;647;2410;3873.5;728;288.4;215.79
09.02.12;6788.8;48.182;73.177;55.3;8.912;61.4;129.016;46.8;88.35;71.938;40.011;25.716;67.13;13.085;56.809;54.315;108;123.612;46.663;16.766;33.349;5895.47;2325.5;2049;568;3096.5;1409;2529;493.4;178.85;2997.5;3433.61;1468;213.5;35.59;1971.52;640;2430;3815;725.5;288.1;215.33
10.02.12;6692.96;47.691;71.943;54.21;8.905;60.394;127.05;46.42;86.55;69.873;39.906;25.673;65.1;12.97;56.378;54.746;105.546;122.999;46.412;16.388;31.996;5852.39;2307.5;2051;557.6;3109;1411;2520;490.3;176.95;2979;3460.98;1483.5;214;34.49;1917.92;632.5;2439;3772;714;279.1;216.2
13.02.12;6738.47;47.911;72.305;55.1;8.912;60.6;129.611;47.209;88.199;70.67;40.194;26.125;66.369;12.968;57.176;55.005;106.916;123.457;46.716;16.457;32.168;5905.7;2326;2075;564.4;3129.5;1433;2537.5;496;178.74;3012.5;3454.14;1503;215.7;35.29;1941.22;639;2454;3845.5;716.5;281;218.88
14.02.12;6728.19;48.4;71.675;54.664;8.921;61.134;127.5;46.75;87.2;69.564;40.078;26.141;65.5;12.984;57.812;55.37;106.813;123.042;47.533;16.343;31.349;5899.87;2361.5;2080;561.5;3147;1440;2558;494.8;178.23;3017.5;3456.09;1509.5;214.7;34.29;1931.43;641.5;2473;3727.5;718;266.5;216.99
15.02.12;6757.94;48.554;71.529;55.2;8.92;61.8;127.175;46.579;87.7;69.868;40.7;26.586;67.17;13.086;59.023;56.821;108.209;123.677;47.73;16.213;31.416;5892.16;2331.5;2055;575.9;3145;1421;2563.5;487.4;177.87;2898;3486.39;1506.5;213.5;33.93;1914.65;640;2449;3683;719.5;269.9;223.22
16.02.12;6751.96;49;72.111;55.69;8.856;62.184;127;46.779;88.45;70.928;40.597;26.396;67.3;13.132;59.366;55.491;108.335;124.549;47.729;16.362;31.863;5885.38;2327;2070;573.6;3148;1422.5;2552.5;487.55;178.18;2856;3515.71;1500;212.4;34.38;1901.14;647;2492;3633.5;718;267.5;226.23
17.02.12;6848.03;48.933;72.208;56.31;8.967;62.805;129.3;47.664;89.3;71.921;40.548;26.146;68.3;13.687;59.934;54.368;109.379;124.62;47.903;16.701;32.121;5905.07;2327;2063;577.7;3115;1414;2540.5;488.95;178.95;2852.5;3511.8;1498.5;214.7;35.46;1885.76;645;2519;3622;721;276;229.41
20.02.12;6948.25;49.41;72.702;57.086;8.965;64.45;130.06;48.61;91.499;72.2;41.059;26.161;70.49;13.738;60.73;53.939;111.695;125.877;48.017;16.979;32.957;5945.25;2317.5;2069;581.7;3113.5;1407;2539;499.25;179.77;2843.5;3501.05;1498;215.6;36.35;1936.56;644.5;2500;3706;724;284.8;231.77
21.02.12;6908.18;49.51;72.402;56.63;9.052;64.6;129.4;47.881;90.7;71.85;40.842;26.197;69.3;13.525;58.976;53.289;109.8;125.288;48.084;16.84;31.911;5928.2;2333.5;2076;579.5;3114;1413;2544;497.7;180.18;2841.5;3497.14;1483.5;216;35.75;1938.89;643.5;2481;3699.5;715.5;282.1;228.86
22.02.12;6843.87;49.255;72.353;55.979;8.998;63.9;128.127;47.85;89.3;70.83;41.051;26.386;68.837;13.356;58.734;53.413;107.872;125.3;48.29;16.721;31.482;5916.55;2345.5;2089;575.6;3133;1409;2552;496.95;178.23;2838;3420.91;1500.5;215;35.42;1945.42;646;2477;3662.5;711.5;273.3;220.96
23.02.12;6809.46;49.705;72.392;55.948;8.745;64.56;125.122;46.913;89.9;69.639;40.842;26.395;67.97;13.1;59.113;53.024;108.729;125.369;47.595;16.668;31.767;5937.89;2365;2090;575.4;3133;1415.5;2567;495.35;177.82;2874.5;3420.91;1502.5;215.5;36.57;1946.81;647;2495;3690;723;287.2;222.62
24.02.12;6864.43;50.174;72.692;55.899;8.813;64.739;126.952;47.371;91.1;70.448;40.126;25.928;68.812;13.19;58.842;53.856;109.6;126.522;46.924;16.949;33.102;5935.13;2353;2050;574.9;3127;1403.5;2573;496.2;176.03;2856;3343.69;1494.5;216.5;35.73;1932.37;645.5;2508;3670.5;722;285.3;228.77
27.02.12;6849.6;50.08;71.849;55.88;8.88;65.798;125.366;46.247;91.291;69.118;39.776;26.007;67.6;13.2;58.346;53.434;109.592;125.731;47.225;17.023;33.149;5915.55;2346;2053;553.5;3159;1402.5;2574.5;501.7;176.28;2841;3356.4;1501;217.8;34.9;1947.28;646.5;2520;3702;719.5;279.4;225.21
28.02.12;6887.63;50.577;72.547;55.8;8.836;66.4;126.301;46;91.4;69.84;40.491;25.996;68.382;13.225;58.987;53.35;110.812;125.869;47.4;17.237;33.257;5927.91;2348.5;2043;559.3;3170;1404;2574.5;499.3;176.64;2824.5;3372.04;1507.5;215.9;34.84;1975.71;641.5;2509;3730.5;723.5;283.2;225.35
29.02.12;6856.08;50.847;72.838;55.6;8.819;66.102;127.073;45.64;90.978;69.501;40.882;26;68.554;13.203;58.887;52.749;109.93;125.226;46.976;17.326;33.588;5871.51;2329.5;2031;555.3;3177;1387;2547.5;492.4;173.57;2807.5;3401.36;1503.5;215;34.93;1899.27;641.5;2491;3584;712.5;279.2;226.32
01.03.12;6941.77;51.08;73.177;56.47;8.742;67.22;129.87;46.06;91.255;71.3;41.167;26.281;69.857;13.4;60.149;52.872;110.098;125.282;47.428;17.579;34.216;5931.25;2347.5;2053;568.3;3223;1405;2585;496.4;176.08;2822.5;3412.11;1519;217.6;34.77;1908.13;645;2534;3594.5;724;277.5;232
02.03.12;6921.37;51.15;72.499;55.611;8.688;66.78;130.37;46.12;91.15;70.304;41.723;26.122;70.1;13.48;59.179;52.52;109;125.327;47.723;17.52;33.959;5911.13;2328;2030;569;3208.5;1389.5;2583;496.5;174.85;2817.5;3406.24;1504.5;216.6;35.63;1892.75;647;2519;3560;727.5;280.4;237.17
05.03.12;6866.46;51.39;71.723;55.13;8.685;65.56;130.22;45.963;89.91;70.562;42.346;26.054;69.56;13.391;59.338;52.46;109.05;125.207;48.352;17.295;33.389;5874.82;2306.5;2046;558.6;3205;1404;2589.5;504.6;175.31;2841;3446.32;1527.5;215.9;35.55;1837.28;649;2534;3422;720;273.8;233.62
06.03.12;6633.11;50.364;70.067;52.658;8.53;62;124.5;43.449;85.7;66.7;41.79;25.792;65.1;13.08;57.65;52;105.505;123.119;47.42;16.865;31.625;5765.8;2278.5;2028;548.4;3191.5;1400;2555;490.1;174.23;2806;3390.61;1508.5;211.1;34.15;1802.79;649;2506;3356;700;261.7;220.68
07.03.12;6671.11;50.85;71.287;53.302;8.573;62.9;124.19;44.115;87.14;68.28;42.93;25.927;67.28;12.993;56.499;51.6;106.479;123.856;47.35;16.764;32.43;5791.41;2277.5;2038;550.7;3126;1409.5;2568;492.75;174.23;2824;3435.56;1510.5;211.5;34.26;1827.03;645.5;2523;3370;702.5;261.6;220.78
08.03.12;6834.54;51.845;72.062;54.569;8.67;64.863;127.581;46.16;88.6;69.5;43.662;26.059;69.86;13.668;57.945;52.243;108.25;125.904;48.546;16.949;33.666;5859.73;2306.5;2062;556;3163.5;1412;2616;494.45;174.44;2827;3468.8;1523.5;216.2;34.35;1853.6;644;2548;3460;710;263.5;222.35
09.03.12;6880.21;52.5;72.382;54.699;8.692;65.273;128.903;46.945;88.8;70.5;44.22;26.137;70.14;13.7;58.278;51.203;108.839;132.932;48.698;16.94;33.769;5887.49;2310.5;2067;556.9;3199;1418.5;2610.5;493.9;172.85;2864;3469.77;1542;218.8;34.35;1886.22;650.5;2558;3509;720.5;262;222.35
12.03.12;6901.35;52.731;72.683;55.084;8.744;65.45;128.145;47.627;89.199;70.922;44.52;26.025;72.155;13.824;58.935;50.897;109.287;132.626;49.01;16.87;33.978;5892.75;2296.5;2107;556.1;3225;1426.5;2637;495.7;174.75;2876.5;3487.37;1553;216.6;33.67;1876.9;654.5;2576;3450.5;728;253.7;217.87
13.03.12;6995.91;53.672;73.807;55.625;8.789;66.4;128.296;47.68;90.333;70.7;45.396;26.1;72.129;14.147;60.051;52.318;111.726;134.082;49.336;17.143;34.988;5955.91;2310;2106;572.4;3245;1442.5;2660;498.85;175;2885;3501.05;1552;217.8;34.61;1908.13;657;2575;3533;763;257.6;221.28
14.03.12;7079.42;54;74.195;55.24;8.847;66.5;130.602;48.1;90.82;72.947;45.35;26.067;72.62;14.175;59.661;52.308;112.899;133.601;49.135;18.206;36.365;5945.43;2307.5;2087;575;3237;1430;2645;499.05;170.8;2859;3443.39;1537.5;218;35.46;1864.78;659;2547;3480;785;265.6;229.83
15.03.12;7144.45;54.45;76.182;55.22;8.831;67.33;130.852;48.311;92.3;73.45;44.985;25.847;72.622;14.308;59.419;51.597;114.833;134.084;49.305;18.485;36.579;5940.72;2300;2099;574.8;3242;1431;2624.5;492.75;170.95;2846.5;3451.2;1529.5;215.8;36.46;1886.69;649.5;2532;3547.5;780;264.7;230.2
16.03.12;7157.82;54.53;76.957;54.52;8.851;67.601;129.606;47.34;93.8;72.964;45.7;25.786;72.172;14.18;59.25;51.49;116;133.584;48.577;18.547;36.877;5965.58;2285;2085;580.4;3234.5;1423.5;2608;490.15;170.49;2835;3484.44;1524.5;215.6;37.5;1896.94;644;2539;3578.5;791.5;281.4;234.63
19.03.12;7154.22;54.65;76.918;54.071;8.999;67.324;128.65;47.15;94.89;72.08;45.064;25.717;71.801;14.452;58.923;52.068;115.944;132.478;48.355;18.519;37.546;5961.11;2285.5;2089;577.8;3227.5;1430;2616.5;491.25;171.52;2858;3476.62;1517;217.4;37.32;1909.06;632;2530;3614.5;792;291.7;232.14
20.03.12;7054.94;54.167;76.085;54.06;9.065;67.25;121.971;45.3;93.048;68.825;44.867;25.808;68.72;14.319;58.927;51.796;115.192;131.35;48.455;18.269;37.017;5891.41;2264.5;2064;565.3;3197;1433.5;2565.5;484.1;175.05;2863.5;3463.91;1513;216;36.19;1831.69;631;2494;3464.5;775;286.3;226.78
21.03.12;7071.32;54.1;76.094;54.746;9.109;67.52;123.17;45.259;92.63;68.959;45;25.998;69.05;14.397;57.822;52.353;115.701;132.035;48.48;18.278;36.674;5891.95;2258.5;2059;567.4;3229;1425;2573;481.55;175.57;2851.5;3463.91;1525;217.6;35.87;1814.91;636;2558;3436;779;285.2;226.04
22.03.12;6981.26;53.25;75.358;53.52;9.059;65.9;121.769;44.85;91.65;67.62;44.419;25.872;69.921;14.133;57.83;51.86;114.309;130.796;47.876;18.061;36.102;5845.65;2244;2056;563.4;3210;1426.5;2559.5;476.55;178.08;2843;3450.23;1523.5;220.2;35.25;1772.03;638;2545;3334;776;279;221.33
23.03.12;6995.62;53.099;75.067;53.439;9.1;65.838;123.457;45.62;91.7;68.051;45.204;25.876;70.068;14.34;58.101;51.825;115.173;130.814;48.093;18.112;36.674;5854.89;2236.5;2051;558.3;3190.5;1418.5;2541.5;477.55;177.92;2840;3490.3;1510;232.1;35.98;1787.41;637;2535;3382.5;783;280.3;225.86
26.03.12;7079.23;53.102;74.873;53.88;9.199;67.001;123.05;46.781;92.86;68.69;46.139;26.235;71.699;14.576;58.985;52.636;117.34;134.561;48.942;18.2;36.994;5902.7;2268;2068;561;3232.5;1422;2592.5;481.9;178.64;2854;3517.67;1539.5;230.1;35.54;1797.2;641.5;2544;3364.5;795;277.5;228.77
27.03.12;7078.9;53.055;74.389;53.718;9.23;67.14;123.407;46.78;92.29;68.38;46.258;26.005;72.163;14.621;58.923;52.05;116.949;133.702;48.551;18.289;36.766;5869.55;2239.5;2064;564.5;3200;1422.5;2568.5;471.35;178.38;2830.5;3476.62;1531;227.6;34.82;1795.34;631;2526;3386.5;797.5;286.7;232.18
28.03.12;6998.8;52.561;73.129;52.335;9.1;65.749;122.488;45.635;91.35;67.02;45.8;26.073;70.349;14.401;58.257;52.669;115.69;132.141;48.1;18.023;36.198;5808.99;2225.5;2053;561.4;3180.5;1422.5;2538;468.1;178.03;2806;3442.41;1527;227.6;34.43;1757.12;631;2520;3316;768.5;286.1;226.87
29.03.12;6875.15;52.23;72.499;52.23;9.03;64.9;118.19;44.449;89.65;65.525;46.17;25.628;68.65;14.395;57.54;53.152;113.972;132.261;47.67;17.801;35.164;5742.03;2197;2038;547.1;3183.5;1400;2522;458.9;178.79;2778.5;3446.32;1515.5;223.4;33.43;1750.13;626;2557;3375.5;750;278.3;216.29
30.03.12;6946.83;52.42;73.371;52.802;9.05;65.61;121.08;45.452;89.9;67.449;46.633;25.723;70.989;14.441;58.629;53.241;113.5;134.569;48.819;18.025;35.626;5768.45;2199.5;2064;554.8;3150.5;1396.5;2509.5;462.55;176.49;2779;3453.16;1502.5;226.4;33.6;1778.09;630.5;2535;3446;747.5;276.4;217.31
02.04.12;7056.65;53.337;74.379;53.841;9.137;66.55;123;46.042;91;69.1;47.063;26.511;72.942;14.78;61.266;54.812;114.857;136.639;49.48;18.12;35.76;5874.89;2242;2098;558.7;3230;1429;2602.5;471.45;180.02;2825;3504.96;1547;228.6;33.58;1831.69;643.5;2591;3556;764;277.5;218.42
