Name;DAX 30 PERFORMANCE - PRICE INDEX;SAP;SIEMENS;BAYER;DEUTSCHE TELEKOM;BASF;VOLKSWAGEN;DAIMLER;ALLIANZ;BMW;HENKEL;FRESENIUS;CONTINENTAL;DEUTSCHE POST;ADIDAS;FRESENIUS MED.CARE;MUENCHENER RUCK.;LINDE;BEIERSDORF;E ON;DEUTSCHE BANK;FTSE 100 - PRICE INDEX;ROYAL DUTCH SHELL B;UNILEVER (UK);HSBC HDG. (ORD $0.50);BRITISH AMERICAN TOBACCO;GLAXOSMITHKLINE;SABMILLER;BP;VODAFONE GROUP;ASTRAZENECA;RECKITT BENCKISER GROUP;DIAGEO;BT GROUP;LLOYDS BANKING GROUP;BHP BILLITON;NATIONAL GRID;IMPERIAL BRANDS;RIO TINTO;PRUDENTIAL;ROYAL BANK OF SCTL.GP.;BARCLAYS
31.01.08;6851.75;32.08;83.887;55.15;13.76;43.775;151.021;52.31;120.2;37.03;28.1;17.74;67.896;21.68;42.52;34.52;120.9;87.71;51.6;41.413;65.452;5879.78;1744;1653;654.88;1795;1182;1079;532;179.67;2094;2560.79;1012;259;217.03;1376.8;695.98;2131.98;4094.17;640.5;3198.8;422.82
01.02.08;6968.67;32.21;87.376;54.82;13.58;43.975;150.445;54.05;122;37.62;28.1;18.05;68.351;21.92;43.36;34.82;121.65;87.91;50.92;42.027;67.359;6029.18;1758;1717;674.05;1814;1184;1149;542;185.81;2085;2588.16;1032;264.5;219.14;1511.96;705.87;2135.46;4626.18;656;3255.32;424.62
04.02.08;7000.49;32.33;87.716;55.9;13.38;43.54;149.283;54.03;119.53;38.39;28.28;18.347;69.242;21.94;43.25;34.89;119.45;87.74;51.3;42.77;66.753;6026.21;1765;1676;677.98;1802;1178;1138;542;182.33;2099;2541.24;1030;262;221.99;1537.13;708.57;2123.28;4565.88;659;3395.58;432.94
05.02.08;6765.25;31.61;82.608;53.27;13.13;42.25;147.177;51;115.03;36.39;27.29;17.937;65.543;21.36;41.92;34.25;116.25;83.77;49.89;42.28;63.979;5868.03;1725;1616;661.42;1794;1161;1116;543;177.92;2065;2472.82;1017;257.25;214.55;1488.66;692.83;2082.38;4489.05;627;3207.17;414.5
06.02.08;6847.51;32.18;83.548;54.9;13.28;42.79;149.153;51.15;116.36;35.08;27.87;17.677;64.642;21.94;42.19;33.78;117.4;84.69;50.8;43.027;64.455;5875.37;1726;1655;650.96;1823;1167;1107;544.5;178.54;2028;2581.32;1029;262.75;210.83;1416.88;704.07;2085.86;4475.01;624;3165.3;412.92
07.02.08;6733.72;32.46;83.16;54.67;13.41;42.44;149.58;51.5;116.55;34.55;27.05;17.45;63.025;21.77;41.86;33.39;115.7;83.79;50.79;42.9;66.31;5724.12;1679;1598;636.58;1808;1078;1099;536;174.23;1979;2547.11;1013;237;206.37;1369.34;689.69;2053.66;4313.92;591;3050.16;400.33
08.02.08;6767.28;32.5;82.094;54.48;13.17;41.82;147.644;50.72;114.59;34.38;26.37;17.43;62.686;21.83;41.93;33.7;113.75;83.55;51.2;42.247;65.149;5784.01;1690;1623;642.25;1857;1070;1103;547;178.64;1947;2548.08;1021;231;206.61;1399.17;698.68;2056.27;4404.79;606;3069;397.63
11.02.08;6743.54;33.14;83.422;55.19;13.26;42.165;149.173;50.66;113.3;34.26;26.29;17.38;62.298;21.7;42.3;34;112.4;84.05;50.66;42.623;65.712;5707.69;1686;1595;620.9;1854;1084;1070;547.5;175.26;1929;2554.93;1028;229.25;200.54;1382.39;691.48;2076.29;4328.79;583;3008.29;386.16
12.02.08;6967.84;33.28;85.826;57.13;13.34;43.16;151.259;52.93;114.99;35.71;27.09;17.667;65.436;21.76;43.34;34.47;113.75;84.5;51.89;44.51;66.493;5909.97;1771;1627;649.22;1853;1120;1095;563;182.13;1955;2595;1059;230.5;209.09;1449.51;703.62;2091.95;4562.57;615;3131.81;410
13.02.08;6973.67;33.53;86.649;57.8;13.32;43.495;151.627;53.9;116.41;35.86;28.04;18.267;66.85;21.74;43.44;34.8;114.3;84.7;52.3;44.563;67.342;5880.06;1776;1607;650.09;1850;1104;1086;561;178.95;1996;2661.46;1034;226;206.37;1437.39;708.12;2096.3;4543.57;608;3092.03;408.2
14.02.08;6962.28;33.07;86.698;57.52;13.22;43.585;149.68;53.5;114.9;35.43;28.28;18;65.281;22.13;43.5;33.97;113.25;84.4;51.9;44.4;65.79;5879.3;1767;1596;650.96;1834;1101;1111;564;178.23;1945;2737.7;1081;231.5;203.64;1459.76;710.82;2085.86;4589.01;590;3022.95;398.53
15.02.08;6832.43;32.53;85.244;55.68;13.07;42.79;148.985;54.17;113.62;35.5;27.4;18.18;63.48;22.5;43.1;34.75;112.85;83.67;51.88;43.3;64.585;5787.61;1727;1563;636.15;1811;1112;1108;553.5;175.16;1954;2741.61;1062;234.75;196.32;1445.78;697.33;2075.42;4537.79;593;2937.11;384.58
18.02.08;6967.55;33.14;86.698;54.5;13.23;43.625;150.822;56.25;115.62;35.84;28.52;18.367;65.349;22.88;44.06;35.02;115.1;84.9;52.58;44.127;66.406;5946.62;1774;1594;656.19;1844;1131;1134;568.5;178.13;2000;2784.62;1079;234.25;210.58;1508.23;710.82;2127.63;4730.27;622;3022.95;413.82
19.02.08;7002.29;33.17;87.522;55.09;13.12;44.23;150.206;57.08;118.14;36.66;27.85;18.233;65.756;22.9;44.03;34.89;115.15;84.56;51.51;44.6;65.972;5966.93;1789;1598;658.8;1825;1147;1131;572;174.13;2023;2712.29;1052;232;214.3;1543.66;704.97;2095.43;4832.71;623.5;3071.1;429.12
20.02.08;6899.68;32.93;86.359;53.86;12.76;43.84;150.474;56.24;118.36;36.46;27.5;19.06;64.787;22.48;43;35.77;114.3;86.9;51.58;44.193;65.496;5893.57;1765;1591;649.65;1860;1123;1082;557.5;166.03;1998;2714.24;1038;228.25;212.32;1503.57;697.78;2091.95;4725.32;616.5;3041.79;440.81
21.02.08;6904.85;32.8;84.566;53.67;12.72;42.635;149.054;55.59;118;36.16;27.75;19.033;66.279;22.55;42.97;35;116;85.26;51.51;43.327;64.932;5932.22;1782;1568;655.32;1858;1135;1096;551;167.98;2036;2768.98;1042;231.75;216.66;1534.33;684.74;2049.31;4809.58;624;3131.81;434.51
22.02.08;6806.29;32.2;84.275;52.19;12.68;42.1;148.796;54.65;115.84;35.38;27.7;19.337;64.109;22.35;42.4;35.15;115.93;85.3;51.7;42.383;64.291;5888.48;1781;1573;656.19;1874;1110;1071;548;166.55;2007;2704.47;1040;229;226.95;1505.44;685.64;2032.78;4696.4;610;3165.3;431.81
25.02.08;6882.56;32;85.632;53.22;12.9;42.1;148.687;55.14;117.57;36.32;28.15;19.507;64.148;22.54;43.75;35.07;118.3;87.5;52.39;42.613;65.01;5999.51;1815;1592;671.88;1874;1134;1073;562.5;169.21;1999;2701.54;1056;238.25;231.42;1515.69;690.14;2044.96;4758.36;628;3324.4;456.1
26.02.08;6985.97;32.7;88.394;54.27;13.12;43.4;149.739;57.32;122.03;37.44;28.14;19.5;66.191;22.56;43.84;35.38;119.77;89.4;52.29;42.317;67.533;6087.37;1818;1587;695.84;1913;1147;1074;566.5;172.18;2007;2689.81;1061;238.75;239.23;1536.2;682.49;2059.76;4755.06;646;3462.57;466
27.02.08;6997.85;32.37;88.636;54.07;12.9;43.22;149.531;57.27;121.22;37.18;28.04;19.703;66.753;22.75;42.99;35.15;120.2;89.1;52.93;42.087;66.753;6076.53;1822;1629;694.97;1939;1146;1061;561.5;168.29;1980;2715.22;1068;234.75;236.25;1549.25;689.69;2067.59;4820.32;643.5;3433.26;467.8
28.02.08;6862.52;32.31;85.68;51.92;12.57;42.875;148.985;56.7;121.3;37.12;27.62;19.49;65.32;22.33;42;34.77;119.1;89.39;52.61;41.623;65.626;5965.66;1804;1619;679.72;1916;1128;1061;548;165.42;1931;2722.06;1059;228.5;229.93;1539.93;663.61;2045.83;4768.27;628.5;3366.27;450.26
29.02.08;6748.13;31.2;81.997;50.82;12.58;42.2;149.233;55.35;117;36.37;26.84;19.667;63.073;21.89;41.95;34.55;116.2;87.74;52.93;41.473;63.952;5884.28;1781;1596;667.52;1895;1102;1053;546;166.75;1893;2668.31;1034;227;224.97;1519.42;659.56;2036.26;4725.32;610.5;3223.92;429.34
03.03.08;6689.95;31.6;82.094;50.29;12.44;42.12;152.044;55.82;116.07;36.64;26.99;19.443;62.754;21.75;41.8;34.42;115.45;87.45;53.17;40.69;63.502;5818.62;1742;1580;688.43;1895;1106;1037;540.5;163.98;1878;2639.96;1033;222.75;220.5;1514.76;641.58;2061.5;4675.75;601;3092.03;415.62
04.03.08;6545.04;31.32;80.156;47.34;12.09;40.85;150.107;53.72;112.8;35.31;26.29;19.623;58.376;21.33;41.45;33.69;113.1;85.1;51.98;40.033;61.855;5767.74;1706;1583;670.13;1906;1093;1045;536;161.42;1855;2596.96;1031;218;218.4;1511.03;651.02;2064.1;4650.14;602.5;3075.28;410.9
05.03.08;6683.71;31.3;81.706;48.17;12.26;41.8;151.299;54.34;114.87;35.17;26.36;19.56;60.042;21.64;41.58;34.3;114;87.96;52.45;40.15;62.418;5853.46;1740;1604;687.13;1848;1065;1062;547;163.98;1872;2609.66;1034;221.5;212.44;1544.59;651.02;2060.63;4791.41;643.5;2972.7;402.58
06.03.08;6591.31;31.46;79.797;47.64;11.99;42;150.524;54.12;112.48;35.04;25.9;19.867;59.151;22.11;40.25;34.25;112.17;87.24;51.77;41.03;61.855;5766.39;1701;1579;668.39;1840;1045;1039;534.5;160.4;1842;2612.59;1016;216.25;205.25;1566.03;653.72;2056.27;4797.19;621.5;2857.56;384.13
07.03.08;6513.99;31.44;77.732;46.66;11.88;41.5;149.878;53.37;110.08;34.74;25.09;19.72;58.977;21.48;39.85;34.34;110.3;85.5;51.87;40.603;61.031;5699.91;1668;1586;660.98;1823;1047;1046;528.5;158.14;1852;2571.54;1004;216.75;210.33;1482.13;644.73;2039.74;4621.23;626;2801.04;382.79
10.03.08;6448.08;31.8;77.248;45.6;11.94;41.22;152.957;53.04;108.18;34.34;25.26;18.89;55.268;21.25;40.68;33.28;110;84.01;51.16;40.667;59.731;5629.08;1675;1575;670.57;1875;1028;1041;534;155.17;1821;2551.02;998;212.75;208.85;1395.44;644.28;2071.94;4343.66;622.5;2763.36;374.01
11.03.08;6524.57;32.38;80.156;47;12.17;42.2;153.772;53.5;112.39;33.87;25.5;19.003;55.674;21.03;40.69;33.16;113;85.21;52.35;41.343;63.198;5690.39;1682;1602;688.87;1902;1027;1072;538.5;158.14;1833;2602.82;1012;211;214.92;1388.92;644.28;2073.68;4337.88;639.5;2886.87;393.13
12.03.08;6599.37;31.94;80.059;48.19;12.05;42.295;154.447;54.16;113.95;33.96;25.46;19;55.471;20.75;41.4;32.39;113.6;87.16;51.88;41.01;63.458;5776.41;1708;1600;693.23;1933;1041;1075;545.5;157.63;1895;2630.19;1016;215.5;220.26;1457.9;638.88;2064.98;4495.66;659;3004.11;414.5
13.03.08;6500.56;32.3;78.896;48.63;11.85;42.17;156.533;53.36;112.63;33.02;25.21;18.383;53.031;20.61;40.47;32.15;113;87;51.55;40.74;62.201;5692.41;1687;1651;677.54;1958;1016;1060;534;155.68;1845;2629.21;1010;213.5;213.31;1429.93;648.77;2044.96;4466.75;654;2865.94;405.5
14.03.08;6451.9;30.86;76.472;47.69;11.3;41.445;155.59;51.81;110;32.14;24.94;17.947;50.929;19.97;40.37;31.14;110.95;86.45;52.16;39.967;60.077;5631.7;1688;1635;664.47;1916;1001;1046;529.5;153.63;1790;2606.73;1002;212.25;208.97;1482.13;648.32;1993.62;4565.88;622;2794.76;389.53
17.03.08;6182.3;31.05;64.929;48.15;11.24;41.9;163.883;51.49;107.59;31.41;24.6;17.667;50.551;19.9;38.77;31.15;109.5;86.77;50.77;40.227;57.65;5414.42;1646;1602;650.09;1858;1016;995;510;152.51;1748;2549.06;980.5;205.5;197.31;1365.61;640.68;1964.03;4180.91;588;2551.92;353.1
18.03.08;6393.39;31.58;69.087;49.38;11.34;42.74;173.964;53.04;110.28;32.82;24.63;17.757;53.06;19.94;38.95;30.45;110.8;90.31;51.88;40.28;60.901;5605.77;1680;1614;697.15;1900;1054;1025;519;156.81;1789;2618.46;1012;212.5;206.61;1412.22;658.66;1970.13;4356.05;625;2729.86;371.32
19.03.08;6361.22;31.23;66.334;49.5;10.59;42.415;178.682;52.44;109.63;33.78;25.42;17.593;53.989;19.61;38.8;29.61;110;90.5;52.32;39.85;60.858;5545.63;1657;1632;696.28;1879;1050;1031;511.5;152.3;1842;2664.4;1009;207.75;211.95;1343.24;660.46;2023.21;4188.35;634;2650.31;380.31
20.03.08;6319.99;31.71;65.452;48.21;10.58;42.035;177.192;53.44;113;34.3;26;17.403;57.127;19.11;39.15;30.84;115.5;89.2;52.48;40.08;62.288;5495.24;1598;1672;702.81;1880;1069;1028;496;153.02;1879;2721.09;1002;210.5;215.29;1268.67;646.52;2049.31;3965.3;635;2690.09;385.93
21.03.08;6319.99;31.71;65.452;48.21;10.58;42.035;177.192;53.44;113;34.3;26;17.403;57.127;19.11;39.15;30.84;115.5;89.2;52.48;40.08;62.288;5495.24;1598;1672;702.81;1880;1069;1028;496;153.02;1879;2721.09;1002;210.5;215.29;1268.67;646.52;2049.31;3965.3;635;2690.09;385.93
24.03.08;6319.99;31.71;65.452;48.21;10.58;42.035;177.192;53.44;113;34.3;26;17.403;57.127;19.11;39.15;30.84;115.5;89.2;52.48;40.08;62.288;5495.24;1598;1672;702.81;1880;1069;1028;496;153.02;1879;2721.09;1002;210.5;215.29;1268.67;646.52;2049.31;3965.3;635;2690.09;385.93
25.03.08;6524.71;32.98;65.704;50.38;10.92;42.82;184.741;55.08;120.92;35.56;26.48;17.483;59.79;19.39;41.4;30.99;120.2;90.91;52.77;39.727;64.369;5689.07;1638;1685;720.68;1822;1074;1089;515;155.68;1932;2700.56;1027;217.75;228.94;1332.99;651.47;2001.45;4118.13;661.5;2941.3;412.92
26.03.08;6489.26;32.6;66.257;49.84;10.71;42.05;185.794;54.15;119.05;34.92;26.58;17.533;59.635;19.41;41.35;30.96;121.58;89;51.96;39.243;62.331;5660.39;1657;1697;708.04;1775;1046;1115;515.5;157.43;1845;2696.65;1047;212.75;229.06;1351.63;642.48;1981.44;4171.83;653;2851.28;400.1
27.03.08;6578.06;31.25;67.41;50.6;10.81;42.94;181.96;54.72;121.75;34.78;27.05;17.9;61.485;19.28;41.98;31.4;123.54;89.41;53.15;40.287;62.895;5717.47;1663;1688;715.45;1842;1064;1124;512;161.32;1867;2678.08;1040;216;227.94;1373.07;635.28;2006.67;4258.57;662;2874.31;407.75
28.03.08;6559.9;31.2;66.295;50.54;10.69;42.585;182.049;54.69;124.83;34.59;26.69;18.167;61.698;19.41;41.78;31.5;123.75;88.1;52.22;39.443;62.279;5692.88;1659;1683;717.19;1858;1070;1113;503;160.91;1848;2671.24;1034;216;223.85;1375.87;624.49;2014.5;4268.48;672.5;2845;404.6
31.03.08;6534.97;31.4;67.061;50.8;10.6;42.82;182.655;54.23;125.78;35.04;26.84;17.797;63.015;19.38;42.2;31.8;124;89.49;53.12;39.4;62.418;5702.11;1696;1699;723.29;1891;1066;1104;512;154.66;1884;2727.93;1016;217.25;223.73;1393.58;621.8;2017.11;4323;665.5;2824.07;407.52
01.04.08;6720.33;31.79;69.804;52.16;10.91;43.9;180.281;54.83;132.67;35.99;27.27;18.43;66.221;19.7;42.77;32.3;128.85;90.43;53.45;40.017;65.019;5852.58;1705;1751;750.31;1922;1115;1128;512;158.14;2014;2809.05;1058;223.5;238.24;1393.58;643.38;2075.42;4323;687.5;3022.95;431.81
02.04.08;6777.44;31.65;69.688;51.68;11.12;44.4;176.547;54.42;134.5;36.49;27.28;18.257;65.514;20.2;42.7;32.56;130.5;91.1;53.23;40.007;66.12;5915.94;1711;1724;754.23;1891;1136;1111;520.5;162.34;2049;2759.2;1058;230.25;239.73;1424.34;646.97;2031.04;4427.92;703;3194.61;453.4
03.04.08;6741.72;32.37;68.709;52.68;11.17;44.525;179.318;53.96;132.27;36.06;27.25;18.267;66.743;20.35;42.3;32.82;127.55;93.01;52.48;40.35;65.712;5891.32;1746;1709;743.33;1885;1121;1108;522.5;164.39;2050;2758.23;1060;227;229.56;1454.17;654.62;2058.88;4495.66;680;3083.66;438.11
04.04.08;6763.39;33.35;69.3;52.18;11.19;44.405;184.711;53.61;133.38;35.74;26.96;18.46;65.659;20.31;42.05;32.9;128.68;92.21;52.67;40.57;65.461;5947.11;1769;1721;741.16;1892;1135;1121;528;163.16;2110;2746.5;1075;230;226.95;1507.3;654.62;2077.16;4703.84;683;3098.31;440.36
07.04.08;6821.03;33.83;70.046;52.05;11.41;44.87;184.234;53.6;133.22;36.16;27.04;18.293;66.337;20.59;42.3;33.04;127.95;93.49;52.89;40.827;66.189;6014.76;1795;1697;746.38;1891;1140;1119;535.5;165.11;2085;2749.43;1068;229.75;228.94;1570.69;653.72;2076.29;4824.45;697;3148.55;437.21
08.04.08;6771.98;33.4;69.319;52.37;11.28;44.635;183.509;53.1;131.12;35.8;26.74;18.333;65.765;20.44;42.05;32.7;126.3;93.75;51.72;40.643;65.496;5990.21;1807;1725;746.82;1898;1105;1116;537;162.65;2021;2744.54;1073;233.25;226.7;1642.46;656.42;2044.96;4874.84;692;3133.9;429.79
09.04.08;6721.36;33.26;68.651;52.86;11.36;44.425;184.304;52.57;128.78;35.87;26.72;18.067;66.066;19.94;41.05;32.54;123.75;92.7;51.02;40.53;64.845;5983.87;1828;1700;745.95;1892;1094;1090;545.5;163.57;2025;2694.69;1065;231.5;225.34;1681.61;644.28;2004.06;4956.63;683;3092.03;423.27
10.04.08;6704.32;33.49;68.816;52.3;11.39;44.98;181.076;50.95;130.68;36.04;26.7;18.243;65.591;20.23;40.6;32.8;128.95;91.9;51.82;40.617;64.681;5965.09;1827;1711;748.56;1913;1112;1090;550;163.06;2036;2678.08;1071;227;221.37;1638.74;654.17;2004.93;4879.8;673;3033.41;416.75
11.04.08;6603.57;32.51;65.84;51.12;11.18;44.42;180.609;49.93;127.53;34.91;25.86;17.937;64.555;20.03;40.37;32.42;125.85;91.4;51.19;40.333;63.372;5895.46;1820;1683;744.64;1909;1080;1062;547;155.99;2001;2658.53;1049;224.25;214.8;1627.55;650.12;2028.43;4874.02;663;3006.2;407.52
14.04.08;6554.49;32.1;66.208;51.22;11.12;44.27;178.344;49.16;126.64;33.93;26.15;17.697;64.322;19.88;40.34;32.02;125;90.8;51.15;40.333;63.112;5831.61;1809;1672;732.01;1887;1067;1080;549;153.53;1981;2664.4;1056;220.25;208.85;1590.26;651.02;2025.82;4809.58;646;2943.4;399.2
15.04.08;6585.05;32.3;67.565;51.2;11.21;45.05;178.871;49.62;126.48;33.84;25.73;17.733;66.095;19.94;40.58;32.22;124.78;91.4;51.3;40.54;62.912;5906.86;1836;1686;732.88;1909;1071;1104;552.5;155.17;2122;2721.09;1057;216;211.82;1649.92;651.92;2079.77;4962.41;656;2918.27;403.93
16.04.08;6702.84;32.3;68.835;51.95;11.29;45.5;180.47;49.93;128.78;33.52;25.49;17.567;69.678;20.23;41.43;32.12;127.44;92.61;50.87;40.763;64.802;6046.23;1888;1695;742.03;1964;1076;1120;564;158.65;2136;2724.02;1050;219.75;219.14;1738.48;651.47;2132.85;5259.81;682.5;3140.18;430.91
17.04.08;6681.81;32.21;68.544;51.67;11.08;45.825;182.854;49.9;128.99;33.87;25.36;17.573;70.453;20.14;41;31.29;127.8;92.6;50.8;41.397;65.279;5980.35;1870;1683;733.75;1973;1066;1179;562;155.58;2075;2712.29;1038;215;219.64;1691.87;644.73;2152;5072.28;674.5;3064.82;430.69
18.04.08;6843.08;32.95;69.93;52.66;11.36;46.755;183.916;50.86;132.52;35.04;25.9;17.66;72.109;20.43;41.78;32.67;124.2;93.95;51;42.007;67.186;6056.55;1881;1700;745.51;2007;1086;1194;568;159.88;2084;2732.81;1038;220;224.84;1669.5;640.23;2200.73;5055.76;702;3215.54;446.21
21.04.08;6786.55;32.6;69.62;53.14;11.25;46.58;185.277;49.75;129.26;34.31;26.3;17.58;71.818;20.13;41.29;32.78;124.05;94.37;50.62;41.843;66.519;6052.97;1905;1697;738.98;1993;1098;1200;573.5;157.94;2100;2747.47;1042;217;219.51;1719.83;630.79;2191.15;5152.41;693;3119.25;430.46
22.04.08;6728.3;31.86;68.389;51.48;11.07;45.86;188.714;49.05;127;33.68;26.34;17.667;71.469;19.59;40.86;32.44;122.85;93.4;50.99;41.65;65.045;6034.73;1887;1690;737.67;1972;1102;1208;576;158.55;2077;2735.74;1036;212.5;218.15;1754.32;631.69;2184.19;5274.68;677.5;2997.82;414.72
23.04.08;6795.03;32.47;70.996;52.13;11.13;46.57;185.446;49.13;128.65;33.64;26.29;17.747;72.06;19.7;41.3;32.68;123;96.41;50.16;42.537;64.672;6083.61;1953;1658;740.28;1998;1120;1200;583.5;157.84;2132;2717.17;1034;214.75;213.56;1796.27;629.44;2199.86;5339.94;696.5;2888.97;410
24.04.08;6821.32;33;72.111;53.96;11.21;47.1;184.234;49.6;128.93;33.6;26.19;18.267;74.375;19.81;41.9;32.99;122.95;94.33;50.95;42.893;66.059;6050.69;1922;1675;745.08;2023;1119;1213;575;161.32;2120;2912.66;1037;217;216.29;1723.56;645.18;2211.17;5116.07;699.5;2853.38;409.55
25.04.08;6896.58;33.02;72.45;55.71;11.4;45.1;182.953;50.34;129.78;35.12;26.28;18.52;75.44;20.1;41.75;33.65;123.13;94.21;52.29;42.82;66.363;6091.37;1926;1683;749;1971;1134;1196;580;163.16;2119;2858.9;1027;220.5;219.39;1724.5;638.88;2219;5179.68;699.5;2922.46;420.34
28.04.08;6925.33;32.75;72.625;54.42;11.56;45.1;182.854;51.14;131.09;35.32;26.45;18.667;73.89;20.18;42.04;33.42;123.93;94.62;52.91;42.8;67.056;6090.36;1923;1697;753.79;1960;1130;1190;578.5;161.42;2121;2841.3;1022;219.5;221.87;1749.66;635.28;2212.91;5143.33;708;2968.52;423.27
29.04.08;6885.34;33.83;71.287;54.18;11.45;45.32;187.224;50.14;129.39;35.01;25.85;18.6;73.987;19.92;40.72;33.7;122.59;93.84;53.19;42.87;66.493;6089.36;2035;1678;759.02;1932;1120;1169;613;162.45;2092;2860.85;1008;217.75;217.65;1694.66;625.39;2144.16;4964.89;685.5;2937.11;413.82
30.04.08;6948.82;32.74;73.613;54.66;11.54;45.675;188.485;49.87;130.62;35.18;25.81;18.227;73.445;20.05;41.01;34.18;124;94.1;54.86;43.667;66.839;6087.3;2015;1702;766.43;1897;1121;1168;611;164.29;2128;2871.6;1033;222.75;214.55;1677.89;629.89;2105;4883.1;690;2888.97;410.67
01.05.08;6948.82;32.74;73.613;54.66;11.54;45.675;188.485;49.87;130.62;35.18;25.81;18.227;73.445;20.05;41.01;34.18;124;94.1;54.86;43.667;66.839;6087.25;2002;1700;766.43;1926;1130;1172;605;163.27;2103;2854.99;1041;221.5;213.68;1668.56;638.43;2146.78;4821.14;697;2897.34;418.32
02.05.08;7043.23;32.3;74.825;54.68;11.75;45.45;188.316;50.3;132.97;36.69;26.12;18.043;74.772;20.2;40.45;33.83;126.35;95.43;53.58;42.517;68.01;6215.53;2020;1721;775.14;1920;1152;1195;611.5;167.57;2127;2897.02;1041;224.75;224.47;1748.73;641.13;2143.29;5044.2;726;3058.53;428.22
05.05.08;7052.08;32.47;74.292;55.01;11.63;45.75;187.929;50.5;133.88;36.76;26.72;18.337;74.481;20.92;40.5;33.87;127.15;94.2;53.47;42.313;68.044;6215.53;2020;1721;775.14;1920;1152;1195;611.5;167.57;2127;2897.02;1041;224.75;224.47;1748.73;641.13;2143.29;5044.2;726;3058.53;428.22
06.05.08;7017.1;32.14;74.34;55.16;11.48;45.6;185.665;50.63;132.1;37.22;26.44;18.357;75.624;21.09;42.85;34.25;125.6;94.71;51.13;42.333;68.226;6215.25;2037;1679;763.38;1938;1129;1182;610;164.8;2085;2891.15;1031;220.75;217.78;1815.85;635.73;2121.54;5249.07;713.5;3056.44;426.19
07.05.08;7076.25;31.92;73.856;55.37;11.52;45.05;183.45;51.63;131.57;37.78;27.91;19.217;76.525;20.14;43.25;34.05;124.8;95;50.94;41.997;67.307;6260.95;2063;1662;773.4;1994;1131;1196;618;168.19;2101;2902.88;1042;225.25;222.98;1808.39;633.04;2143.29;5253.2;709.5;3048.07;427.32
08.05.08;7071.9;32.02;74.34;56.15;11.78;45.155;186.35;52.11;130.78;37.8;27.51;19.667;76.66;20.21;44.19;34.45;121.8;96.47;51.66;41.89;67.229;6270.81;2037;1752;768.17;2016;1134;1173;617.5;166.75;2110;2935.14;1028;225.5;220.13;1861.52;637.98;2161.57;5369.68;709.5;2991.54;416.52
09.05.08;7003.17;31.33;72.402;56;11.81;44.375;185.982;51.44;128.67;36.26;27.4;19.717;74.278;20.22;44.33;34.75;121.75;92.25;52.02;42.23;65.626;6204.69;2021;1775;754.66;2027;1132;1167;613;165.83;2081;2941.98;1041;222;214.8;1841.01;633.04;2170.27;5288.72;702.5;2905.71;406.18
12.05.08;7035.95;32.03;72.886;55.9;11.97;44.925;186.35;51.86;129.52;36.24;27.3;19.767;75.101;20.38;44.67;35.1;122.37;92.5;52.6;43.023;66.319;6220.65;2031;1763;768.61;2000;1122;1168;619.5;166.03;2075;2929.27;1047;224;210.71;1857.79;641.13;2175.49;5294.5;702;2886.87;400.1
13.05.08;7060.19;32.45;72.886;56.41;11.72;45.36;185.704;51.89;129.72;36.6;27.43;19.7;75.982;20.28;44.35;35.65;121.87;93.1;52.16;43.057;66.007;6211.85;2022;1731;780.37;2009;1126;1186;618.5;166.96;2091;2938.07;1031;223.75;207.36;1882.96;638.88;2210.3;5489.46;704.5;2828.26;393.81
14.05.08;7083.24;32.76;72.935;55.97;11.87;45.72;189.806;51.69;129.85;36.66;27.08;19.743;76.699;20.76;44.68;35.2;122.62;94.56;51.9;43.247;66.232;6215.99;2028;1731;778.63;1993;1118;1203;621.5;167.16;2130;2914.61;1021;223.25;203.64;1974.31;651.47;2230.31;5684.43;696.5;2673.34;384.36
15.05.08;7081.05;32.86;72.983;55.12;11.92;45.78;187.691;51.86;129.3;36.76;27.9;19.893;76.786;21.38;45.5;35.17;121.03;94.3;51.36;43.77;66.276;6251.82;2034;1743;777.32;1966;1123;1250;625.5;167.26;2170;2918.52;1014;235.25;202.89;2026.51;643.83;2219;5801.73;693.5;2692.68;376.71
16.05.08;7156.55;32.99;74.486;55.11;11.21;46.38;191.773;52.02;129.5;36.94;28.54;19.75;79.885;21.73;46.76;35.36;121.59;93.71;51.24;43.583;66.007;6304.25;2094;1744;776.88;1980;1139;1269;635;170.54;2225;2891.15;1025;233.5;203.89;2011.6;654.17;2264.25;5757.12;697.5;2600;369.07
19.05.08;7225.94;33.63;74.922;55.13;11.14;46.71;191.773;52.82;129.82;37.23;29.12;20.307;80.224;22.03;46.67;35.59;121;95.7;51.81;44.807;66.406;6376.49;2154;1712;781.68;1967;1153;1283;643;172.18;2289;2931.23;1026;235.5;202.52;2047.02;664.06;2278.17;5847.17;703;2497.56;371.54
20.05.08;7118.5;33.49;72.789;54.3;10.91;46.48;187.85;52.12;129.36;36.33;28.95;19.833;78.829;21.76;45.26;34.99;119.93;94.46;51.2;44.273;65.322;6191.61;2112;1683;763.38;1925;1150;1274;628;165.83;2263;2888.22;1007;230.75;199.79;1885.76;651.47;2136.33;5446.51;676.5;2478.05;364.79
